episode,reward,length,sr
854,22.19133377,20,0.657782376
855,27.82046509,20,0.568482757
856,16.2299633,20,0.670128703
857,33.05417252,20,0.586232722
858,30.90147018,20,0.621861577
859,26.25535583,20,0.548876286
860,31.28079033,20,0.575150967
861,25.52228355,20,0.589375317
862,42.81781769,20,0.513531148
863,31.65522575,20,0.586276352
864,39.41643143,20,0.544452846
865,31.09017563,20,0.608120203
866,33.13707733,20,0.467398018
867,31.8597126,20,0.601124406
868,25.29295158,20,0.629585862
869,37.89344788,20,0.546272278
870,27.85603905,20,0.384589702
871,29.48019028,20,0.622756422
872,39.24960709,20,0.533943534
873,18.96794701,20,0.289932281
874,32.52822495,20,0.525684953
875,32.95070267,20,0.574178517
876,28.53703308,20,0.620061696
877,28.74796677,20,0.371605635
878,31.86696625,20,0.383901328
879,30.36149025,20,0.597716808
880,26.86094856,20,0.621442258
881,36.79782104,20,0.552199543
882,35.72262192,20,0.534770668
883,34.35601807,20,0.569400012
884,39.29228973,20,0.463430136
885,29.48653793,20,0.622698724
886,27.71826172,20,0.578849614
887,33.38366699,20,0.576001406
888,18.74533272,20,0.617149234
889,29.27160835,20,0.615621924
890,21.13537407,20,0.638694048
891,31.04048729,20,0.539209843
892,31.95345879,20,0.596239209
893,30.1867485,20,0.612300217
894,24.46532249,20,0.401723862
895,21.2604866,20,0.628118932
896,31.10345459,20,0.608722985
897,30.71390533,20,0.458529174
898,23.17562294,20,0.610708594
899,25.80463219,20,0.652137637
900,31.92346764,20,0.591514111
901,21.24960899,20,0.628217816
902,31.96911812,20,0.527045488
903,29.60656929,20,0.435302496
904,24.30817413,20,0.609850407
905,24.60766792,20,0.65802139
906,29.19383812,20,0.626083136
907,39.76559448,20,0.471765876
908,34.73608398,20,0.436138809
909,34.74308014,20,0.505549908
910,26.29323769,20,0.591804385
911,35.50967026,20,0.558912277
912,24.27953529,20,0.61011076
913,29.26309204,20,0.615699351
914,30.79380608,20,0.585689008
915,16.97431183,20,0.663361907
916,39.73542404,20,0.471491605
917,28.7729435,20,0.55610162
918,28.52690315,20,0.620153785
919,19.94888306,20,0.296611696
920,27.34351921,20,0.642904222
921,35.82530975,20,0.505149186
922,30.48916817,20,0.599455178
923,33.03465271,20,0.586410165
924,23.17587852,20,0.61070627
925,31.84470558,20,0.601260841
926,27.85320282,20,0.606310844
927,35.49857712,20,0.559013128
928,24.5171833,20,0.402195334
929,30.74232864,20,0.551358104
930,21.25638199,20,0.628156245
931,38.55750656,20,0.515109897
932,40.4475174,20,0.49063924
933,40.16529465,20,0.500493646
934,28.7327137,20,0.470630825
935,42.91381073,20,0.484327197
936,40.92564392,20,0.49240756
937,28.8898716,20,0.628846467
938,28.70909882,20,0.436581403
939,41.61640549,20,0.508394241
940,19.94784737,20,0.296602279
941,36.11539459,20,0.451256305
942,36.81663132,20,0.552028537
943,31.83489609,20,0.601350009
944,25.80728149,20,0.656870008
945,34.96621704,20,0.547757983
946,24.92469978,20,0.560973167
947,24.29397964,20,0.609979451
948,42.85484314,20,0.501168668
949,28.50681305,20,0.382408172
950,25.49986267,20,0.641913414
951,25.54410362,20,0.398370981
952,41.83054352,20,0.486505181
953,34.76961136,20,0.436443597
954,37.49391174,20,0.458350152
955,38.9597702,20,0.519550622
956,31.04382324,20,0.597272694
957,39.23621368,20,0.534065306
958,26.79877663,20,0.35388571
959,16.15041161,20,0.257082403
960,31.3028717,20,0.422035456
961,37.01265335,20,0.540150762
962,26.63861465,20,0.579226851
963,18.17016029,20,0.652490556
964,39.47128296,20,0.50069195
965,26.73984528,20,0.64766866
966,21.7172966,20,0.633403838
967,27.04056358,20,0.613698483
968,38.82056427,20,0.45841822
969,36.33332062,20,0.561178744
970,22.44599915,20,0.379644126
971,35.03523254,20,0.572256029
972,40.12026215,20,0.521995544
973,38.27196503,20,0.543554723
974,33.17443085,20,0.467737585
975,39.38915634,20,0.544700801
976,33.03245163,20,0.586430192
977,22.4088974,20,0.613956571
978,39.76657867,20,0.471774817
979,30.21149826,20,0.61207521
980,31.10791206,20,0.608682454
981,30.3819046,20,0.615282536
982,24.28209305,20,0.610087514
983,24.93496704,20,0.560879827
984,23.10428047,20,0.341391891
985,28.38869858,20,0.633402586
986,27.87607956,20,0.606102884
987,32.22558975,20,0.398463935
988,33.94322205,20,0.568054676
989,23.72370148,20,0.602003813
990,38.31916809,20,0.485819966
991,32.43466568,20,0.474172443
992,27.79715729,20,0.568694651
993,26.10626602,20,0.63929975
994,26.72073174,20,0.647842407
995,36.85346222,20,0.551693738
996,26.26597214,20,0.548779786
997,42.90074539,20,0.484208405
998,36.35815048,20,0.461881608
999,38.27180481,20,0.543556154
1000,26.24986267,20,0.548926234
1001,18.50444221,20,0.29957518
1002,30.90410614,20,0.621837616
1003,30.49914742,20,0.59936446
1004,34.74446487,20,0.436215013
1005,40.15157318,20,0.500618398
1006,40.36723328,20,0.461176485
1007,33.99141693,20,0.446476787
1008,17.83182526,20,0.659288585
1009,24.07884789,20,0.602497458
1010,40.92339325,20,0.492387086
1011,33.17934036,20,0.467782229
1012,43.82040787,20,0.504416704
1013,8.117700577,20,0.194153517
1014,27.85020065,20,0.606338143
1015,37.88761139,20,0.546325326
1016,32.8425293,20,0.578060985
1017,32.54677963,20,0.606904209
1018,39.23142624,20,0.534108818
1019,29.78049088,20,0.51682961
1020,34.77759171,20,0.433656335
1021,6.598772049,20,0.191341817
1022,31.06251335,20,0.599340975
1023,37.31575775,20,0.542493284
1024,31.82627296,20,0.383531392
1025,25.78680038,20,0.583248377
1026,32.43263245,20,0.474153966
1027,36.34306717,20,0.461744517
1028,40.71754456,20,0.532624543
1029,42.8543663,20,0.501173019
1030,38.29062271,20,0.485560477
1031,28.26217079,20,0.466353148
1032,38.69761658,20,0.529930949
1033,34.14131927,20,0.563354731
1034,43.04132462,20,0.49678877
1035,25.98884583,20,0.342489749
1036,40.10231781,20,0.522158682
1037,26.25382233,20,0.548890233
1038,29.78270721,20,0.516809464
1039,39.76446152,20,0.471755594
1040,32.25775909,20,0.398756355
1041,40.13427353,20,0.521868169
1042,40.98919678,20,0.490125448
1043,39.2028923,20,0.476746172
1044,38.27962875,20,0.543485045
1045,38.97925568,20,0.548427165
1046,36.66317368,20,0.450797975
1047,30.71754837,20,0.458562285
1048,24.27366829,20,0.610164106
1049,34.15172958,20,0.563260078
1050,29.4451313,20,0.606047332
1051,33.96567917,20,0.446242779
1052,35.49058914,20,0.559085727
1053,34.6582756,20,0.49066481
1054,31.32715225,20,0.502769053
1055,15.31896019,20,0.254521489
1056,37.4621582,20,0.533165276
1057,40.17667007,20,0.500390232
1058,38.93703079,20,0.51975733
1059,30.48526764,20,0.599490643
1060,38.96631241,20,0.519491136
1061,13.29968452,20,0.666655123
1062,33.00381851,20,0.586690485
1063,44.41373062,20,0.499022841
1064,30.11951256,20,0.543860078
1065,19.92933655,20,0.636498034
1066,31.91449165,20,0.591595709
1067,31.03913689,20,0.597315311
1068,32.95332336,20,0.475165248
1069,40.20331955,20,0.480742931
1070,16.28089142,20,0.265504509
1071,32.67566681,20,0.576999605
1072,38.44960403,20,0.46480006
1073,34.84933472,20,0.49612397
1074,36.88856506,20,0.538700521
1075,36.95478821,20,0.441456646
1076,35.03509521,20,0.57225728
1077,14.8612299,20,0.310691684
1078,34.86903763,20,0.496303111
1079,33.76115417,20,0.510754228
1080,37.44962311,20,0.53327924
1081,35.7772522,20,0.462711632
1082,33.26618195,20,0.425675154
1083,38.55988312,20,0.444746017
1084,40.16527557,20,0.500493824
1085,29.76891899,20,0.516934812
1086,39.39271545,20,0.544668436
1087,37.92399979,20,0.467698187
1088,27.85772133,20,0.606269777
1089,31.29059792,20,0.575061798
1090,38.9761467,20,0.52516067
1091,31.27450752,20,0.575208068
1092,20.98361397,20,0.596801221
1093,30.48847389,20,0.599461496
1094,32.67215347,20,0.577031553
1095,41.80303192,20,0.48625508
1096,36.16548538,20,0.451711684
1097,24.08773232,20,0.602416694
1098,22.44177246,20,0.613657713
1099,38.99508286,20,0.524988532
1100,31.06986618,20,0.538942754
1101,35.51098251,20,0.558900356
1102,31.54880714,20,0.496231675
1103,35.48607254,20,0.580183387
1104,38.82960129,20,0.458500385
1105,36.66812134,20,0.450842947
1106,32.17095947,20,0.42992717
1107,38.44965363,20,0.464800537
1108,36.53195953,20,0.570675313
1109,39.24372101,20,0.533997059
1110,27.92687798,20,0.622748733
1111,20.66588974,20,0.363461316
1112,29.26351738,20,0.615695477
1113,33.18830109,20,0.58976984
1114,37.01272583,20,0.540150106
1115,34.49340057,20,0.565912902
1116,29.97681046,20,0.378020465
1117,20.75194359,20,0.294158041
1118,32.95374298,20,0.57415086
1119,21.60493851,20,0.621265292
1120,38.52943039,20,0.444469184
1121,42.87198257,20,0.501012862
1122,27.53703117,20,0.387800545
1123,43.05115891,20,0.496878177
1124,31.05558014,20,0.597165823
1125,25.7892704,20,0.583225906
1126,35.66416931,20,0.490371585
1127,34.49445724,20,0.565903306
1128,27.92219543,20,0.62279129
1129,34.48339462,20,0.566003859
1130,18.93538284,20,0.277643859
1131,30.88728142,20,0.621990561
1132,34.96998978,20,0.547723711
1133,35.51475906,20,0.558866024
1134,39.59764481,20,0.483233929
1135,33.46615601,20,0.41449827
1136,31.05962753,20,0.461672097
1137,38.83203888,20,0.458522558
1138,38.99009705,20,0.525033832
1139,30.19349098,20,0.585035503
1140,38.99701691,20,0.524970949
1141,30.20985222,20,0.61209017
1142,20.96140099,20,0.308054596
1143,33.02272034,20,0.586518645
1144,35.67641068,20,0.430558532
1145,27.51632881,20,0.387612343
1146,38.32375336,20,0.485861659
1147,40.93060303,20,0.492452621
1148,38.46767044,20,0.4649643
1149,40.1567421,20,0.516666174
1150,35.12888336,20,0.442608804
1151,35.6970787,20,0.535002887
1152,20.17048645,20,0.362679899
1153,36.96937561,20,0.441589236
1154,24.28773117,20,0.610036254
1155,39.45804214,20,0.500812292
1156,36.89439392,20,0.538647532
1157,39.24272537,20,0.534006119
1158,38.43432236,20,0.527226508
1159,31.13632393,20,0.619726539
1160,36.13908386,20,0.451471686
1161,33.26324463,20,0.425648451
1162,35.63981247,20,0.490150154
1163,43.04673767,20,0.496838003
1164,32.97694016,20,0.475379944
1165,36.50180435,20,0.570949435
1166,38.82484436,20,0.458457142
1167,31.92037964,20,0.591542184
1168,36.90628815,20,0.53853941
1169,27.16864967,20,0.627063394
1170,40.91609955,20,0.492320776
1171,16.26088142,20,0.265322596
1172,34.18001175,20,0.58075428
1173,37.79674149,20,0.466862053
1174,28.76337051,20,0.556188643
1175,35.82232285,20,0.463121384
1176,27.61739922,20,0.614565432
1177,40.15524292,20,0.50058502
1178,31.29633522,20,0.575009644
1179,31.92001343,20,0.591545522
1180,29.26617241,20,0.615671337
1181,22.4999218,20,0.370696604
1182,26.25962448,20,0.548837483
1183,37.56370544,20,0.53800106
1184,32.80515289,20,0.418584883
1185,40.44486237,20,0.4906151
1186,39.20357895,20,0.4767524
1187,38.44268036,20,0.527150512
1188,36.82099915,20,0.55198884
1189,29.27050781,20,0.615631938
1190,20.97859192,20,0.596846879
1191,30.49087906,20,0.599439621
1192,32.50554657,20,0.525891125
1193,29.48271179,20,0.606026471
1194,34.85541916,20,0.496179283
1195,31.05101013,20,0.539114177
1196,32.97032166,20,0.475319803
1197,34.94654846,20,0.547936797
1198,35.48126602,20,0.580227077
1199,26.65941238,20,0.579037786
1200,32.22282791,20,0.524739027
1201,35.04201889,20,0.572194338
1202,30.76104736,20,0.551187932
1203,42.87058258,20,0.483934194
1204,10.15449429,20,0.271625429
1205,36.13770676,20,0.451459169
1206,32.83277512,20,0.578149676
1207,36.34152603,20,0.46173048
1208,39.22646332,20,0.534153938
1209,24.00737572,20,0.324476391
1210,38.69143295,20,0.529987156
1211,34.78134155,20,0.433690429
1212,42.8606987,20,0.501115441
1213,27.52250862,20,0.38766852
1214,30.12354469,20,0.543823421
1215,22.03440857,20,0.294514447
1216,33.26327896,20,0.425648779
1217,37.01221466,20,0.540154755
1218,22.42664719,20,0.613795221
1219,26.63757324,20,0.579236329
1220,38.9961586,20,0.524978757
1221,30.1307106,20,0.543758273
1222,38.94795609,20,0.519658029
1223,36.24332809,20,0.550004482
1224,31.08754539,20,0.608144104
1225,28.68039131,20,0.436320424
1226,27.17000008,20,0.627051115
1227,33.93255615,20,0.568151653
1228,30.48031044,20,0.45268333
1229,27.81052589,20,0.568573117
1230,37.01938629,20,0.540089548
1231,33.27795029,20,0.600257218
1232,30.69622231,20,0.458368421
1233,35.56970978,20,0.550690114
1234,28.75245285,20,0.556287885
1235,30.73543167,20,0.551420808
1236,33.03473282,20,0.58640945
1237,43.04053497,20,0.496781617
1238,40.16778183,20,0.5165658
1239,35.46974564,20,0.580331802
1240,43.04559326,20,0.496827573
1241,25.52773857,20,0.589325726
1242,30.48091316,20,0.59953022
1243,33.37656403,20,0.576065958
1244,33.92329025,20,0.568235874
1245,33.30762482,20,0.599987447
1246,36.35362625,20,0.461840481
1247,38.97296524,20,0.525189579
1248,20.97807312,20,0.596851587
1249,28.53753281,20,0.620057166
1250,34.49101257,20,0.565934598
1251,24.06605721,20,0.602613747
1252,35.50678635,20,0.558938503
1253,26.79746819,20,0.353873819
1254,24.92723656,20,0.5609501
1255,28.77127647,20,0.55611676
1256,25.98057747,20,0.342414588
1257,30.49144936,20,0.599434435
1258,33.99032974,20,0.446466893
1259,28.77466774,20,0.556085944
1260,31.10286522,20,0.608728349
1261,37.01260376,20,0.540151238
1262,26.88298607,20,0.419980377
1263,34.28847885,20,0.547808349
1264,34.14038849,20,0.563363194
1265,39.22212601,20,0.476921022
1266,41.8219986,20,0.511281669
1267,33.19760513,20,0.589685261
1268,38.53170776,20,0.515344441
1269,24.2626915,20,0.610263884
1270,41.62898636,20,0.50827986
1271,20.97479439,20,0.59688139
1272,37.89566803,20,0.546252072
1273,31.5030899,20,0.409326285
1274,34.33228302,20,0.547410131
1275,30.48882103,20,0.599458337
1276,40.15497589,20,0.500587463
1277,36.80572128,20,0.552127719
1278,32.27713776,20,0.398932546
1279,40.75931549,20,0.532244802
1280,33.9381218,20,0.568101048
1281,35.65930557,20,0.490327358
1282,22.4345665,20,0.613723218
1283,39.77364349,20,0.471839041
1284,36.50408936,20,0.570928693
1285,40.43490219,20,0.49052456
1286,36.99215317,20,0.540337145
1287,33.48349762,20,0.414655924
1288,33.94129562,20,0.5680722
1289,22.03474617,20,0.587245464
1290,36.98269272,20,0.555275381
1291,35.69158936,20,0.552160442
1292,38.44533539,20,0.527126372
1293,26.62310219,20,0.579367876
1294,40.18734741,20,0.480597734
1295,34.48299026,20,0.444834709
1296,36.50531387,20,0.570917547
1297,25.80039787,20,0.583124757
1298,26.63290405,20,0.579278767
1299,28.86288261,20,0.368617356
1300,42.85646439,20,0.501153946
1301,37.95869446,20,0.468013585
1302,33.2946701,20,0.600105226
1303,34.0138855,20,0.446681023
1304,31.05514717,20,0.539076567
1305,21.71209717,20,0.633451104
1306,35.71006012,20,0.53488487
1307,40.14232635,20,0.500702441
1308,30.20174217,20,0.612163901
1309,35.50637817,20,0.558942199
1310,29.48771858,20,0.622687995
1311,38.95929718,20,0.519554913
1312,40.90611649,20,0.492230028
1313,29.48200607,20,0.622739911
1314,25.81853867,20,0.582959831
1315,38.27697372,20,0.543509185
1316,30.49900246,20,0.599365771
1317,38.98360825,20,0.52509284
1318,31.2901268,20,0.57506609
1319,34.30831146,20,0.547628045
1320,33.76002884,20,0.51076448
1321,29.97997665,20,0.545128584
1322,36.48038101,20,0.571144223
1323,40.1936264,20,0.480654836
1324,21.00744629,20,0.596584558
1325,31.33385277,20,0.502708137
1326,35.48179626,20,0.580222249
1327,30.12309837,20,0.543827474
1328,37.0104332,20,0.540170968
1329,35.04133224,20,0.572200596
1330,34.94408417,20,0.547959208
1331,31.77401352,20,0.420207649
1332,39.75047302,20,0.471628428
1333,26.2638073,20,0.548799455
1334,31.50971603,20,0.409386516
1335,44.40447235,20,0.499107003
1336,26.9675293,20,0.411311209
1337,32.55318451,20,0.525458038
1338,38.45044327,20,0.52707994
1339,24.61557007,20,0.347033232
1340,40.49944687,20,0.52330488
1341,26.54506302,20,0.450743079
1342,38.43127441,20,0.527254224
1343,26.2656498,20,0.548782706
1344,32.50683594,20,0.525879383
1345,30.78786469,20,0.58574301
1346,24.08684158,20,0.6024248
1347,43.03980637,20,0.496774971
1348,38.5447998,20,0.51522541
1349,29.59284019,20,0.435177684
1350,18.74326706,20,0.617168009
1351,40.29519272,20,0.525161743
1352,32.94824982,20,0.574200809
1353,33.77156067,20,0.510659635
1354,34.50893784,20,0.445070595
1355,39.60091019,20,0.483263582
1356,33.77079391,20,0.510666609
1357,39.20201874,20,0.476738214
1358,27.81765366,20,0.568508327
1359,43.0489006,20,0.496857643
1360,35.5474968,20,0.550892055
1361,40.16824722,20,0.500466824
1362,37.87507248,20,0.467574179
1363,29.80724144,20,0.516586423
1364,37.82963562,20,0.467161089
1365,29.82162857,20,0.365307361
1366,36.82506943,20,0.551951826
1367,39.45869827,20,0.500806332
1368,30.78876305,20,0.585734844
1369,34.48485947,20,0.565990567
1370,39.20191193,20,0.476737261
1371,40.14816666,20,0.516744137
1372,32.83256149,20,0.41597423
1373,32.52467728,20,0.525717199
1374,38.83633804,20,0.458561629
1375,29.78199196,20,0.51681596
1376,40.14386368,20,0.516783237
1377,26.90761948,20,0.420204312
1378,30.36514091,20,0.597683609
1379,32.68759155,20,0.576891184
1380,33.94062042,20,0.568078339
1381,29.47504997,20,0.622803152
1382,38.32598495,20,0.485881954
1383,38.43540573,20,0.527216673
1384,31.50391388,20,0.409333766
1385,24.94267082,20,0.560809791
1386,39.27830505,20,0.474571913
1387,39.60295486,20,0.483282179
1388,26.63788795,20,0.579233468
1389,39.26579666,20,0.474458188
1390,37.4641304,20,0.533147335
1391,38.0090065,20,0.455796897
1392,39.2689476,20,0.474486828
1393,24.71454811,20,0.59299612
1394,38.9962616,20,0.524977803
1395,34.22306824,20,0.416622818
1396,37.80720901,20,0.466957241
1397,28.86561394,20,0.368642181
1398,36.35407639,20,0.461844593
1399,34.26180267,20,0.519362867
1400,40.74953842,20,0.532333672
1401,34.14339828,20,0.563335836
1402,22.44360924,20,0.38334465
1403,25.47323036,20,0.33707884
1404,40.92937088,20,0.492441416
1405,43.04899597,20,0.496858507
1406,34.28494263,20,0.43461585
1407,35.03210831,20,0.57228446
1408,27.82605934,20,0.568431914
1409,34.84883881,20,0.496119469
1410,35.02992249,20,0.572304308
1411,32.81435776,20,0.418668568
1412,36.80263519,20,0.552155793
1413,28.26107788,20,0.466343224
1414,41.6618042,20,0.507981539
1415,24.88181496,20,0.341456532
1416,25.791605,20,0.583204687
1417,39.41894913,20,0.544429958
1418,32.81151581,20,0.415782899
1419,34.95975494,20,0.547816753
1420,35.5083313,20,0.558924437
1421,35.82991791,20,0.505107284
1422,38.92424011,20,0.519873619
1423,34.95770264,20,0.54783541
1424,34.31642914,20,0.547554255
1425,38.44569397,20,0.464764535
1426,40.16753006,20,0.50047332
1427,27.8064537,20,0.568610132
1428,40.44246674,20,0.490593344
1429,30.76459503,20,0.551155686
1430,38.98265076,20,0.525101542
1431,38.30629349,20,0.485702932
1432,40.17052841,20,0.516540825
1433,28.53531837,20,0.382667303
1434,34.66179657,20,0.490696818
1435,40.98442078,20,0.490082026
1436,14.60511112,20,0.238277748
1437,41.80328369,20,0.486257374
1438,37.0043335,20,0.5402264
1439,27.85961914,20,0.384622246
1440,40.42004395,20,0.490389496
1441,40.7232666,20,0.532572508
1442,40.91239929,20,0.492287129
1443,39.39154816,20,0.544679046
1444,35.71419907,20,0.53484726
1445,35.67796707,20,0.490497023
1446,36.35971451,20,0.461895853
1447,36.12857819,20,0.45137617
1448,30.67267609,20,0.458154351
1449,40.91501236,20,0.492310882
1450,35.57600021,20,0.550632954
1451,35.68389893,20,0.535122693
1452,30.45062637,20,0.45241347
1453,22.04026031,20,0.587195337
1454,34.15169144,20,0.563260436
1455,28.30028534,20,0.530286014
1456,18.13815117,20,0.340481877
1457,40.19636536,20,0.480679721
1458,27.80698586,20,0.568605304
1459,44.40541077,20,0.49909848
1460,40.16941833,20,0.500456154
1461,33.18308258,20,0.467816263
1462,33.38355255,20,0.576002419
1463,36.33847046,20,0.461702704
1464,40.14870071,20,0.500644505
1465,25.15079498,20,0.394795448
1466,25.10396576,20,0.394369721
1467,31.05497551,20,0.539078116
1468,34.2965889,20,0.547734618
1469,39.42370605,20,0.501124442
1470,38.56232834,20,0.515066087
1471,33.93672562,20,0.568113744
1472,40.75159073,20,0.532315016
1473,34.9499588,20,0.547905803
1474,30.68680191,20,0.458282769
1475,34.48971558,20,0.5659464
1476,32.13230896,20,0.538721919
1477,28.24375343,20,0.466185719
1478,40.74410629,20,0.532383084
1479,38.31658554,20,0.485796481
1480,34.01096725,20,0.446654499
1481,44.3984108,20,0.499162108
1482,41.82714081,20,0.511234939
1483,34.31529999,20,0.547564507
1484,33.83469009,20,0.422846317
1485,40.20213699,20,0.480732203
1486,35.7266922,20,0.534733653
1487,40.73623657,20,0.53245461
1488,24.92315865,20,0.560987175
1489,35.77804184,20,0.566226721
1490,39.19262314,20,0.476652801
1491,39.22040558,20,0.534209013
1492,40.13639832,20,0.521848857
1493,30.79649353,20,0.58566457
1494,30.35341263,20,0.597790241
1495,40.54703903,20,0.505441666
1496,31.34003639,20,0.40816474
1497,33.26608658,20,0.425674289
1498,37.96535492,20,0.468074143
1499,34.84239578,20,0.496060908
1500,36.50432205,20,0.570926547
1501,33.02956009,20,0.586456478
1502,34.15288544,20,0.563249588
1503,40.98707962,20,0.490106225
1504,32.13398361,20,0.429591
1505,38.56666565,20,0.515026629
1506,31.4242115,20,0.451826513
1507,36.98127365,20,0.555288255
1508,39.21598434,20,0.476865172
1509,28.22866249,20,0.466048539
1510,25.77965927,20,0.583313286
1511,34.34733963,20,0.569478929
1512,22.73596954,20,0.386002481
1513,38.44267654,20,0.527150571
1514,35.02976608,20,0.572305739
1515,38.80999756,20,0.458322167
1516,32.27651215,20,0.398926854
1517,40.53038788,20,0.505593061
1518,29.7780838,20,0.516851485
1519,36.80768204,20,0.552109897
1520,30.70247841,20,0.458425283
1521,38.26340866,20,0.543632507
1522,30.75466728,20,0.551245928
1523,35.83510971,20,0.505060077
1524,24.91729736,20,0.561040461
1525,39.60122299,20,0.483266443
1526,34.33237839,20,0.547409236
1527,38.96405792,20,0.51951164
1528,38.81063461,20,0.458327949
1529,30.75488472,20,0.551243961
1530,33.83321381,20,0.422832876
1531,24.93414688,20,0.560887277
1532,36.81801605,20,0.55201596
1533,36.81838226,20,0.552012622
1534,32.16480255,20,0.538426518
1535,31.05204582,20,0.59719795
1536,34.14602661,20,0.563311934
1537,35.49780273,20,0.559020162
1538,22.0373497,20,0.587221801
1539,30.76920319,20,0.551113784
1540,20.16235542,20,0.362605989
1541,32.13008118,20,0.538742185
1542,20.02905846,20,0.305337667
1543,35.04104233,20,0.572203219
1544,38.99907303,20,0.524952233
1545,31.02090836,20,0.539387822
1546,35.03066254,20,0.572297573
1547,41.83519745,20,0.511161685
1548,38.26988983,20,0.543573558
1549,39.46412659,20,0.500756979
1550,33.92760468,20,0.568196654
1551,29.77754021,20,0.516856432
1552,40.51306534,20,0.505750537
1553,36.97460938,20,0.441636831
1554,38.1350174,20,0.478034943
1555,37.47317123,20,0.53306514
1556,36.53458023,20,0.570651472
1557,30.74154854,20,0.551365197
1558,43.07004929,20,0.497049898
1559,30.80042076,20,0.585628867
1560,37.89363098,20,0.546270609
1561,35.0201149,20,0.572393477
1562,32.11676407,20,0.538863242
1563,36.98345184,20,0.555268466
1564,30.75528336,20,0.551240325
1565,34.00697708,20,0.581603825
1566,34.15159225,20,0.56326133
1567,38.98931885,20,0.525040925
1568,35.55921555,20,0.550785542
1569,27.69762802,20,0.579037189
1570,28.75626373,20,0.556253254
1571,36.82229614,20,0.551977038
1572,38.97867203,20,0.525137722
1573,36.82730865,20,0.5519315
1574,41.79551697,20,0.511522412
1575,39.58300781,20,0.483100861
1576,31.03281593,20,0.53927958
1577,37.01666641,20,0.540114284
1578,35.3406601,20,0.431539208
1579,34.15169144,20,0.563260436
1580,40.98325729,20,0.490071476
1581,40.73412704,20,0.532473803
1582,37.8315506,20,0.467178524
1583,24.70593643,20,0.347533971
1584,33.9269371,20,0.568202734
1585,43.04199219,20,0.49679485
1586,28.2402935,20,0.466154277
1587,37.57305908,20,0.537916005
1588,33.85247803,20,0.423008025
1589,38.30845261,20,0.485722542
1590,35.78041458,20,0.462740391
1591,36.4915123,20,0.571043015
1592,35.82102966,20,0.505188107
1593,31.79982376,20,0.383290946
1594,40.16445923,20,0.516596019
1595,32.14364243,20,0.429678828
1596,26.64788628,20,0.57914257
1597,35.72873306,20,0.534715116
1598,24.08457947,20,0.602445364
1599,40.53422928,20,0.505558133
1600,40.99547577,20,0.490182549
1601,30.1174736,20,0.543878615
1602,34.24407959,20,0.416813821
1603,35.61996078,20,0.489969671
1604,38.98710251,20,0.525061071
1605,39.59113312,20,0.483174711
1606,33.2638092,20,0.425653607
1607,33.19169998,20,0.467894584
1608,33.8511467,20,0.422995925
1609,38.42974472,20,0.527268112
1610,34.75000381,20,0.505486965
1611,42.91104507,20,0.484302044
1612,26.94214439,20,0.41108045
1613,35.36111832,20,0.431725204
1614,35.72318649,20,0.534765542
1615,38.54601288,20,0.444619954
1616,33.18581009,20,0.467841029
1617,41.82540894,20,0.511250675
1618,41.80454636,20,0.511440337
1619,25.02929878,20,0.358892053
1620,41.82875061,20,0.511220276
1621,38.4404068,20,0.527171195
1622,41.80646133,20,0.511422932
1623,40.13664246,20,0.500754118
1624,33.63961792,20,0.55981797
1625,31.92979813,20,0.410627127
1626,37.56990433,20,0.537944674
1627,31.84583855,20,0.601250529
1628,41.87891388,20,0.495975614
1629,28.7673378,20,0.556152582
1630,36.83690643,20,0.551844239
1631,30.76077843,20,0.551190376
1632,26.92660522,20,0.410939187
1633,26.64927673,20,0.579129934
1634,38.45677948,20,0.464865297
1635,28.26819229,20,0.466407895
1636,27.84620667,20,0.606374443
1637,40.42637253,20,0.490447044
1638,32.10345459,20,0.538984239
1639,31.05114174,20,0.597206175
1640,24.92946625,20,0.560929835
1641,38.69945908,20,0.5299142
1642,36.79971695,20,0.552182317
1643,38.69113922,20,0.529989839
1644,38.81795502,20,0.458394527
1645,27.91816139,20,0.371297866
1646,34.65042496,20,0.490593463
1647,24.06145859,20,0.42816487
1648,29.79798317,20,0.516670585
1649,38.56161118,20,0.515072584
1650,35.84597397,20,0.504961312
1651,32.44535065,20,0.474269569
1652,40.92483902,20,0.492400229
1653,18.76772308,20,0.616945684
1654,35.61394501,20,0.562962055
1655,40.54434586,20,0.505466163
1656,39.44103622,20,0.500966907
1657,39.57032394,20,0.482985526
1658,32.9548111,20,0.574141145
1659,32.12295151,20,0.538806975
1660,32.14697647,20,0.538588583
1661,37.45055389,20,0.533270776
1662,33.75842667,20,0.510779023
1663,24.92985916,20,0.560926259
1664,32.43639755,20,0.474188179
1665,30.68357849,20,0.458253473
1666,42.88616943,20,0.500883877
1667,28.77855492,20,0.556050599
1668,33.76721573,20,0.510699153
1669,32.48766708,20,0.526053667
1670,36.0302887,20,0.546182275
1671,41.79375458,20,0.511538446
1672,20.77126122,20,0.294333667
1673,36.81847382,20,0.552011788
1674,35.61945343,20,0.562911987
1675,22.87714958,20,0.345437974
1676,40.15409851,20,0.516690195
1677,26.32449532,20,0.418625444
1678,29.93041039,20,0.392450869
1679,34.00743103,20,0.446622372
1680,33.19060135,20,0.589748919
1681,26.95339584,20,0.411182731
1682,37.57149124,20,0.53793025
1683,33.03119659,20,0.586441576
1684,24.06936073,20,0.602583706
